# EVENTI.DAT
# ID|TIPO|DATA|LUOGO|ID_PERSONA|ID_FAMIGLIA|ID_FONTE|NOTE
E000344|BIRT|1361|Sciacca, Agrigento, Sicily, Italy|P000165||S000001|IMPORT_RMTREE
E000345|DEAT|||P000165||S000001|IMPORT_RMTREE
E000346|BIRT|1293|Castrum Moulins, Normandy, Kingdom of France|P000166||S000001|IMPORT_RMTREE
E000347|DEAT|1342|Castrum Moulins, Normandy, Kingdom of France|P000166||S000001|IMPORT_RMTREE
E000348|MARR||||F000082|S000001|IMPORT_RMTREE
E000349|BIRT|1311|Castrum Moulins, Normandy, Kingdom of France|P000167||S000001|IMPORT_RMTREE
E000350|DEAT|1375|Castrum Moulins, Normandy, Kingdom of France|P000167||S000001|IMPORT_RMTREE
E000351|BIRT|1367||P000168||S000001|IMPORT_RMTREE
E000352|DEAT|||P000168||S000001|IMPORT_RMTREE
E000353|BIRT|1336|Castrum Moulins, Normandy, Kingdom of France|P000169||S000001|IMPORT_RMTREE
E000354|DEAT|1378|Castrum Moulins, Normandy, Kingdom of France|P000169||S000001|IMPORT_RMTREE
E000355|BIRT|1274|Castrum Moulins, Normandy, Kingdom of France|P000170||S000001|IMPORT_RMTREE
E000356|DEAT|1293|Castrum Moulins, Normandy, Kingdom of France|P000170||S000001|IMPORT_RMTREE
E000357|BIRT|1325|Palermo, Sicilia, Itália|P000171||S000001|IMPORT_RMTREE
E000358|DEAT|1371||P000171||S000001|IMPORT_RMTREE
E000359|MARR|1339|||F000076|S000001|IMPORT_RMTREE
E000360|BIRT|1274|Agrigento, Sicilia|P000172||S000001|IMPORT_RMTREE
E000361|DEAT|1321|Modica, Noto, Two Sicilies|P000172||S000001|IMPORT_RMTREE
E000362|BIRT|1237|França|P000173||S000001|IMPORT_RMTREE
E000363|DEAT|||P000173||S000001|IMPORT_RMTREE
E000364|BIRT|1361|Sciacca, Sicily, Italy|P000174||S000001|IMPORT_RMTREE
E000365|DEAT|1398-10-16|Sciacca, Sicily, Italy|P000174||S000001|IMPORT_RMTREE
E000366|BIRT|1240|França|P000175||S000001|IMPORT_RMTREE
E000367|DEAT|||P000175||S000001|IMPORT_RMTREE
E000368|BIRT|1325|Palermo, Sicilia, Itália|P000176||S000001|IMPORT_RMTREE
E000369|DEAT|1387||P000176||S000001|IMPORT_RMTREE
E000370|BIRT|1345|Europe|P000177||S000001|IMPORT_RMTREE
E000371|DEAT||Europe|P000177||S000001|IMPORT_RMTREE
E000372|BIRT|1310|Palermo, Sicilia, Itália|P000178||S000001|IMPORT_RMTREE
E000373|DEAT|||P000178||S000001|IMPORT_RMTREE
E000374|BIRT|1295|Palermo, Sicilia, Itália|P000179||S000001|IMPORT_RMTREE
E000375|DEAT|1338||P000179||S000001|IMPORT_RMTREE
E000376|BIRT|1351||P000180||S000001|IMPORT_RMTREE
E000377|DEAT|||P000180||S000001|IMPORT_RMTREE
E000378|BIRT|1355||P000181||S000001|IMPORT_RMTREE
E000379|DEAT|||P000181||S000001|IMPORT_RMTREE
E000380|DEAT|||P000182||S000001|IMPORT_RMTREE
E000381|BIRT|1355||P000183||S000001|IMPORT_RMTREE
E000382|DEAT|||P000183||S000001|IMPORT_RMTREE
E000383|BIRT|1356||P000184||S000001|IMPORT_RMTREE
E000384|DEAT|||P000184||S000001|IMPORT_RMTREE
E000385|BIRT|1353|Spain|P000185||S000001|IMPORT_RMTREE
E000386|DEAT|1364|Spain|P000185||S000001|IMPORT_RMTREE
E000387|BIRT|1280|Agrigento, Sicilia, Itália|P000186||S000001|IMPORT_RMTREE
E000388|DEAT|||P000186||S000001|IMPORT_RMTREE
E000389|BIRT|1350||P000187||S000001|IMPORT_RMTREE
E000390|DEAT|1415|Malta, Malta|P000187||S000001|IMPORT_RMTREE
E000391|MARR|1419|||F000095|S000001|IMPORT_RMTREE
E000392|BIRT|1352|Napoli, Provincia di Napoli, Campania, Italia.|P000188||S000001|IMPORT_RMTREE
E000393|DEAT|1398|Napoli, Provincia di Napoli, Campania, Italia.|P000188||S000001|IMPORT_RMTREE
E000394|MARR|1373|||F000096|S000001|IMPORT_RMTREE
E000395|MARR|1382|||F000097|S000001|IMPORT_RMTREE
E000396|BIRT|1250|Chiaromonte, Potenza, Basilicata, Italia|P000189||S000001|IMPORT_RMTREE
E000397|DEAT|1311|Chiaromonte, Potenza, Basilicata, Italia|P000189||S000001|IMPORT_RMTREE
E000398|BIRT|1248|Ragusa, Ragusa, Sicilia, Italia|P000190||S000001|IMPORT_RMTREE
E000399|DEAT|1299|Agrigento, Girgenti, Regno di Sicilia|P000190||S000001|IMPORT_RMTREE
E000400|BIRT|1289-08|Anjou, France|P000191||S000001|IMPORT_RMTREE
E000401|DEAT|1341-08-09|Catania, Sicily|P000191||S000001|IMPORT_RMTREE
E000402|MARR|1303-05|Messina, Sicily, Italy||F000083|S000001|IMPORT_RMTREE
E000403|BIRT|1325|Polizzi Generosa, Italia.|P000192||S000001|IMPORT_RMTREE
E000404|DEAT|||P000192||S000001|IMPORT_RMTREE
E000405|DEAT|||P000193||S000001|IMPORT_RMTREE
E000406|BIRT|1338||P000194||S000001|IMPORT_RMTREE
E000407|DEAT|||P000194||S000001|IMPORT_RMTREE
E000408|BIRT|1360|Genova, Liguria, Itália|P000195||S000001|IMPORT_RMTREE
E000409|DEAT|||P000195||S000001|IMPORT_RMTREE
E000410|BIRT|1272-12-13|Barcelona, Catalonia, Spain|P000196||S000001|IMPORT_RMTREE
E000411|DEAT|1337-06-25|Paternò, Catania, Sicily, Italy|P000196||S000001|IMPORT_RMTREE
E000412|BIRT|1356||P000197||S000001|IMPORT_RMTREE
E000413|DEAT|1450||P000197||S000001|IMPORT_RMTREE
E000414|BIRT|1350|Caltabellotta, Agrigento, Sicilia, Italia|P000198||S000001|IMPORT_RMTREE
E000415|DEAT|||P000198||S000001|IMPORT_RMTREE
E000416|DEAT|1362|Spain|P000199||S000001|IMPORT_RMTREE
E000417|BIRT|1288|Geraci Siculo, Palermo, Sicilia, Italia|P000200||S000001|IMPORT_RMTREE
E000418|DEAT|1338||P000200||S000001|IMPORT_RMTREE
E000419|BIRT|1280|Geraci Siculo, Palermo, Sicilia, Italia|P000201||S000001|IMPORT_RMTREE
E000420|DEAT|1338-01-01|Geraci Siculo, Palermo, Sicilia, Italia|P000201||S000001|IMPORT_RMTREE
E000421|MARR|1315|||F000088|S000001|IMPORT_RMTREE
E000422|BIRT|1355|Genova, Liguria, Italia|P000202||S000001|IMPORT_RMTREE
E000423|DEAT|||P000202||S000001|IMPORT_RMTREE
E000424|BIRT|1276|Castrum Moulins, Normandy, Kingdom of France|P000203||S000001|IMPORT_RMTREE
E000425|DEAT||Castrum Moulins, Normandy, Kingdom of France|P000203||S000001|IMPORT_RMTREE
E000426|BIRT|1265|Italia|P000204||S000001|IMPORT_RMTREE
E000427|DEAT|||P000204||S000001|IMPORT_RMTREE
E000428|MARR|1285|||F000090|S000001|IMPORT_RMTREE
E000429|BIRT|1210|Ragusa, Ragusa, Sicilia, Italia|P000205||S000001|IMPORT_RMTREE
E000430|DEAT|1283|Ragusa, Ragusa, Sicilia, Italia|P000205||S000001|IMPORT_RMTREE
E000431|BIRT|1280|Castrum Moulins, Normandy, Kingdom of France|P000206||S000001|IMPORT_RMTREE
E000432|DEAT||Castrum Moulins, Normandy, Kingdom of France|P000206||S000001|IMPORT_RMTREE
E000433|BIRT|1270||P000207||S000001|IMPORT_RMTREE
E000434|DEAT|1311||P000207||S000001|IMPORT_RMTREE
E000435|BIRT|1234|Messina, Messina, Sicilia, Italia|P000208||S000001|IMPORT_RMTREE
E000436|DEAT|1279|Messina, Messina, Sicilia, Italia|P000208||S000001|IMPORT_RMTREE
E000437|BIRT|1232|Messina, Messina, Sicilia, Italia|P000209||S000001|IMPORT_RMTREE
E000438|DEAT|1274|Messina, Messina, Sicilia, Italia|P000209||S000001|IMPORT_RMTREE
E000439|BIRT|1245-01-17|Scalea, Cosenza, Calabria, Italia|P000210||S000001|IMPORT_RMTREE
E000440|DEAT|1305-01-19|Cocentaina, Alicante, Comunidad Valenciana, España|P000210||S000001|IMPORT_RMTREE
E000441|BIRT|1274|Agrigento, Girgenti, Regno di Sicilia|P000211||S000001|IMPORT_RMTREE
E000442|DEAT|1339|Palermo, Palermo, Regno delle Due Sicilie|P000211||S000001|IMPORT_RMTREE
E000443|MARR|1311|Regno di Sicilia||F000113|S000001|IMPORT_RMTREE
E000444|BIRT|1305|Catania, Catania, Sicily, Italy|P000212||S000001|IMPORT_RMTREE
E000445|DEAT||Catania, Catania, Italy|P000212||S000001|IMPORT_RMTREE
E000446|BIRT|1304|Zaragoza, Zaragoza, Aragón, España|P000213||S000001|IMPORT_RMTREE
E000447|DEAT|1344-06-19|Sicily|P000213||S000001|IMPORT_RMTREE
E000448|MARR|1317-10-16|||F000114|S000001|IMPORT_RMTREE
E000449|MARR|1329|Hayastan,Armenia||F000115|S000001|IMPORT_RMTREE
E000450|BIRT|1320|Italy|P000214||S000001|IMPORT_RMTREE
E000451|DEAT|1342||P000214||S000001|IMPORT_RMTREE
E000452|BIRT|1331|Palermo, Sicilia, Italy|P000215||S000001|IMPORT_RMTREE
E000453|DEAT|1377|Neustadt an der Weinstraße, Rhineland-Palatinate, Germany|P000215||S000001|IMPORT_RMTREE
E000454|BIRT|1307|Catania, Sicile, Italia|P000216||S000001|IMPORT_RMTREE
E000455|DEAT|1317-11-09|Trapani, Sicily, Italy|P000216||S000001|IMPORT_RMTREE
E000456|BIRT|1310|Palermo, Sicilia, Italië|P000217||S000001|IMPORT_RMTREE
E000457|DEAT|1349-03-21|Landshut, Bayern, Duitsland|P000217||S000001|IMPORT_RMTREE
E000458|MARR|1338|||F000117|S000001|IMPORT_RMTREE
E000459|BIRT|1312|Catania, Regno di Sicilia|P000218||S000001|IMPORT_RMTREE
E000460|DEAT|1338-08-22|València, València, Comunidad Valenciana, Spagna|P000218||S000001|IMPORT_RMTREE
E000461|BIRT|1317-04|Catania, Catania, Sicily, Regno delle Due Sicilie|P000219||S000001|IMPORT_RMTREE
E000462|DEAT|1348-04-07|Milo, Catania, Sicilia, Italia|P000219||S000001|IMPORT_RMTREE
E000463|MARR|1340|Catania, Sicily, Italy||F000119|S000001|IMPORT_RMTREE
E000464|MARR|1335|||F000120|S000001|IMPORT_RMTREE
E000465|BIRT|1305-07-24|Altofonte, Palermo, Sicily, Italy|P000220||S000001|IMPORT_RMTREE
E000466|DEAT|1342-08-15|Calascibetta, Enna, Sicily, Italy|P000220||S000001|IMPORT_RMTREE
E000467|BIRT|1257|Budapest, Hungary|P000221||S000001|IMPORT_RMTREE
E000468|DEAT|1323-03-25|Naples, Naples, Campania, Italy|P000221||S000001|IMPORT_RMTREE
E000469|MARR|1270-05|Naples, Napoli, Campania, Italy||F000100|S000001|IMPORT_RMTREE
E000470|DEAT|1310-06-22|França|P000222||S000001|IMPORT_RMTREE
E000471|BIRT|1310|Europe|P000223||S000001|IMPORT_RMTREE
E000472|DEAT||Europe|P000223||S000001|IMPORT_RMTREE
E000473|BIRT|1270||P000224||S000001|IMPORT_RMTREE
E000474|DEAT|||P000224||S000001|IMPORT_RMTREE
E000475|BIRT|1323|Palermo, Sicilia, Itália|P000225||S000001|IMPORT_RMTREE
E000476|DEAT|||P000225||S000001|IMPORT_RMTREE
E000477|BIRT|1230|Europe|P000226||S000001|IMPORT_RMTREE
E000478|DEAT|1308||P000226||S000001|IMPORT_RMTREE
E000479|BIRT|1324|España.|P000227||S000001|IMPORT_RMTREE
E000480|DEAT|1362|Spain|P000227||S000001|IMPORT_RMTREE
E000481|BIRT|1273|Catania, Sicily|P000228||S000001|IMPORT_RMTREE
E000482|DEAT|||P000228||S000001|IMPORT_RMTREE
E000483|BIRT|1332|Geraci Siculo, Sicilia, Italia.|P000229||S000001|IMPORT_RMTREE
E000484|DEAT|||P000229||S000001|IMPORT_RMTREE
E000485|BIRT|1327|Europe|P000230||S000001|IMPORT_RMTREE
E000486|DEAT||Europe|P000230||S000001|IMPORT_RMTREE
E000487|BIRT|1330|Palermo, Sicilia, Italia|P000231||S000001|IMPORT_RMTREE
E000488|DEAT|||P000231||S000001|IMPORT_RMTREE
E000489|BIRT|1328|Europe|P000232||S000001|IMPORT_RMTREE
E000490|DEAT||Europe|P000232||S000001|IMPORT_RMTREE
E000491|BIRT|1333||P000233||S000001|IMPORT_RMTREE
E000492|DEAT|||P000233||S000001|IMPORT_RMTREE
E000493|BIRT|1331|Europe|P000234||S000001|IMPORT_RMTREE
E000494|DEAT|1371|Europe|P000234||S000001|IMPORT_RMTREE
E000495|BIRT|1330|Palermo, Sicilia, Itália|P000235||S000001|IMPORT_RMTREE
E000496|DEAT|||P000235||S000001|IMPORT_RMTREE
E000497|BIRT|1334||P000236||S000001|IMPORT_RMTREE
E000498|DEAT|1362-06-29||P000236||S000001|IMPORT_RMTREE
E000499|BIRT|1248|Catania, Sicily, Italy|P000237||S000001|IMPORT_RMTREE
E000500|DEAT|1302-04-09|Barcelona, Barcelona, Catalunya, Espanha|P000237||S000001|IMPORT_RMTREE
E000501|BIRT|1326|Europe|P000238||S000001|IMPORT_RMTREE
E000502|DEAT||Europe|P000238||S000001|IMPORT_RMTREE
E000503|MARR|1262-06-13|Montpellier,Département de l'Hérault,Languedoc-Roussillon,France||F000101|S000001|IMPORT_RMTREE
E000504|BIRT|1254-01-01|Napoli, Royaume de Napoli|P000239||S000001|IMPORT_RMTREE
E000505|DEAT|1309-05-05|Napoli, Royaume de Napoli|P000239||S000001|IMPORT_RMTREE
E000506|BIRT||Malta|P000240||S000001|IMPORT_RMTREE
E000507|DEAT|1362||P000240||S000001|IMPORT_RMTREE
E000508|BIRT||Malta|P000241||S000001|IMPORT_RMTREE
E000509|DEAT|||P000241||S000001|IMPORT_RMTREE
E000510|BIRT|1297|Europe|P000242||S000001|IMPORT_RMTREE
E000511|DEAT||Europe|P000242||S000001|IMPORT_RMTREE
E000512|DEAT|||P000243||S000001|IMPORT_RMTREE
E000513|BIRT|1286|Itália|P000244||S000001|IMPORT_RMTREE
E000514|DEAT|1305||P000244||S000001|IMPORT_RMTREE
E000515|DEAT|1328||P000245||S000001|IMPORT_RMTREE
E000516|BIRT|1292|Verona, Veneto, Itália|P000246||S000001|IMPORT_RMTREE
E000517|DEAT|1310||P000246||S000001|IMPORT_RMTREE
E000518|DEAT|||P000247||S000001|IMPORT_RMTREE
E000519|DEAT|||P000248||S000001|IMPORT_RMTREE
E000520|BIRT|1226|Italia|P000249||S000001|IMPORT_RMTREE
E000521|DEAT|||P000249||S000001|IMPORT_RMTREE
E000522|BIRT|1230||P000250||S000001|IMPORT_RMTREE
E000523|DEAT|||P000250||S000001|IMPORT_RMTREE
E000524|BIRT|1281|Castrum Moulins, Normandy, Kingdom of France|P000251||S000001|IMPORT_RMTREE
E000525|DEAT||Castrum Moulins, Normandy, Kingdom of France|P000251||S000001|IMPORT_RMTREE
E000526|BIRT|1240-08-07|Valencia, Valencia, Comunidad Valenciana, España|P000252||S000001|IMPORT_RMTREE
E000527|DEAT|1285-11-11|Vilafranca del Penedès, Barcelona, Catalunya, Espanha|P000252||S000001|IMPORT_RMTREE
E000528|BIRT|1270||P000253||S000001|IMPORT_RMTREE
E000529|DEAT|||P000253||S000001|IMPORT_RMTREE
E000530|DEAT|||P000254||S000001|IMPORT_RMTREE
E000531|BIRT|1213|Zaragoza, Zaragoza, Aragon, Spain|P000255||S000001|IMPORT_RMTREE
E000532|DEAT|1300|Chipre|P000255||S000001|IMPORT_RMTREE
E000533|BIRT|1294|Italia|P000256||S000001|IMPORT_RMTREE
E000534|DEAT|1343||P000256||S000001|IMPORT_RMTREE
E000535|MARR|1329|||F000140|S000001|IMPORT_RMTREE
E000536|BIRT|1232|Palermo, Provincia di Palermo, Sicily, Italy|P000257||S000001|IMPORT_RMTREE
E000537|DEAT|1305|Foggia, Provincia di Foggia, Apulia, Italy|P000257||S000001|IMPORT_RMTREE
E000538|MARR|1280|||F000105|S000001|IMPORT_RMTREE
E000539|BIRT|1252|Castrum Moulins, Normandy, Kingdom of France|P000258||S000001|IMPORT_RMTREE
E000540|DEAT||Castrum Moulins, Normandy, Kingdom of France|P000258||S000001|IMPORT_RMTREE
E000541|DEAT|||P000259||S000001|IMPORT_RMTREE
E000542|BIRT|1245|Messina, Messina, Sicilia, Italia|P000260||S000001|IMPORT_RMTREE
E000543|DEAT|1305||P000260||S000001|IMPORT_RMTREE
E000544|DEAT|||P000261||S000001|IMPORT_RMTREE
E000545|DEAT|||P000262||S000001|IMPORT_RMTREE
E000546|BIRT|1254|Castrum Moulins, Normandy, Kingdom of France|P000263||S000001|IMPORT_RMTREE
E000547|DEAT||Castrum Moulins, Normandy, Kingdom of France|P000263||S000001|IMPORT_RMTREE
E000548|BIRT|1231|Itália|P000264||S000001|IMPORT_RMTREE
E000549|DEAT|1279||P000264||S000001|IMPORT_RMTREE
E000550|MARR||Italy||F000111|S000001|IMPORT_RMTREE
E000551|BIRT|1251|Caltanissetta, Sicily, Italy|P000265||S000001|IMPORT_RMTREE
E000552|DEAT|1317|Valencia, Spain|P000265||S000001|IMPORT_RMTREE
E000553|BIRT|1210|Spain|P000266||S000001|IMPORT_RMTREE
E000554|DEAT|1266-02-22|Benevento, Benevento, Campania, Italia|P000266||S000001|IMPORT_RMTREE
E000555|BIRT|1306-08-08|Italy|P000267||S000001|IMPORT_RMTREE
E000556|DEAT|1353-10-04||P000267||S000001|IMPORT_RMTREE
E000557|BIRT|1270-06|Cyprus|P000268||S000001|IMPORT_RMTREE
E000558|DEAT|1324-08-31|Nicosia, Cyprus|P000268||S000001|IMPORT_RMTREE
E000559|BIRT|1309||P000269||S000001|IMPORT_RMTREE
E000560|DEAT|1341-08-28||P000269||S000001|IMPORT_RMTREE
E000561|BIRT|1276|Sicilia, Italia|P000270||S000001|IMPORT_RMTREE
E000562|DEAT|||P000270||S000001|IMPORT_RMTREE
E000563|DEAT|||P000271||S000001|IMPORT_RMTREE
E000564|BIRT|1289|Jérica, Xèrica, Castelló, Comunidad Valenciana, Spagna|P000272||S000001|IMPORT_RMTREE
E000565|DEAT|1364|València, València, Comunidad Valenciana, Spagna|P000272||S000001|IMPORT_RMTREE
E000566|BIRT|1320|Randazzo, Catania, Sicilia, Italy|P000273||S000001|IMPORT_RMTREE
E000567|DEAT||Catania, Provincia di Catania, Sicilia, Italia.|P000273||S000001|IMPORT_RMTREE
E000568|BIRT|1298|Klagenfurt am Wörthersee, Carinthia, Austria|P000274||S000001|IMPORT_RMTREE
E000569|DEAT|1370|Catania, Sicily, Italy|P000274||S000001|IMPORT_RMTREE
E000570|BIRT|1271-09-08|Naples, Naples, Campania, Italy|P000275||S000001|IMPORT_RMTREE
E000571|DEAT|1295-08-12|Neapel, Napoli, Campania, Italien|P000275||S000001|IMPORT_RMTREE
E000572|MARR|1281-01|||F000148|S000001|IMPORT_RMTREE
E000573|BIRT|1294|Neapol, Neapolské království|P000276||S000001|IMPORT_RMTREE
E000574|DEAT|1336-04-05|Neapol|P000276||S000001|IMPORT_RMTREE
E000575|MARR|1318-03|||F000150|S000001|IMPORT_RMTREE
E000576|BIRT|1274-02-09|Brignoles, Var, Provence-Alpes-Côte d'Azur, France|P000277||S000001|IMPORT_RMTREE
E000577|DEAT|1298-08-19|Brignoles, Var, Provence-Alpes-Côte d'Azur, France|P000277||S000001|IMPORT_RMTREE
E000578|BIRT|1240|Târgovişte, Dâmboviţa, Romania: Golden horde Controlled Cumania (Romania)|P000278||S000001|IMPORT_RMTREE
E000579|DEAT|1290|Budapest, Belváros-Lipótváros, Budapest, Hungary|P000278||S000001|IMPORT_RMTREE
E000580|BIRT|1292|Nocera Inferiore, Italy|P000279||S000001|IMPORT_RMTREE
E000581|DEAT|1315-08-29|Montecatini Terme, Pistoia, Tuscany, Italy|P000279||S000001|IMPORT_RMTREE
E000582|MARR|1256|Francia||F000122|S000001|IMPORT_RMTREE
E000583|BIRT|1316-12-22||P000280||S000001|IMPORT_RMTREE
E000584|DEAT|1375-05-13|Landshut, Bayern, Duitsland|P000280||S000001|IMPORT_RMTREE
E000585|BIRT|1275|Europe|P000281||S000001|IMPORT_RMTREE
E000586|DEAT|1343-01-20|Napoli, Royaume de Naples|P000281||S000001|IMPORT_RMTREE
E000587|MARR|1297-03-23|Roma, Roma, Lazio, Italia||F000151|S000001|IMPORT_RMTREE
E000588|MARR|1304-06|||F000152|S000001|IMPORT_RMTREE
E000589|BIRT|1239-10-08|Budapest, Pest-Pilis-Solt-Kiskun, Hungary|P000282||S000001|IMPORT_RMTREE
E000590|DEAT|1272-08-06|Csepel Island on the Danube River, Hungary|P000282||S000001|IMPORT_RMTREE
E000591|BIRT|1280|Napoli, Napoli, Campania, Itália|P000283||S000001|IMPORT_RMTREE
E000592|DEAT|1310-10-19|Barcelona, Catalunya, Espanha|P000283||S000001|IMPORT_RMTREE
E000593|MARR|1295-10-29|, Vilabertran, Gerona, Spain||F000154|S000001|IMPORT_RMTREE
E000594|BIRT|1268||P000284||S000001|IMPORT_RMTREE
E000595|DEAT|||P000284||S000001|IMPORT_RMTREE
E000596|BIRT|1278-11-10|Napoli, Napoli, Campania, Italia|P000285||S000001|IMPORT_RMTREE
E000597|DEAT|1332-12-26|Napoli, Napoli, Campania, Italia|P000285||S000001|IMPORT_RMTREE
E000598|BIRT|1336|Palermo, Sicilia, Itália|P000286||S000001|IMPORT_RMTREE
E000599|DEAT|||P000286||S000001|IMPORT_RMTREE
E000600|MARR|1294-08-13|L'Aquila, L'Aquila, Abruzzo, Italy||F000155|S000001|IMPORT_RMTREE
E000601|MARR|1313-07-30|Fontainebleau, Fontainebleau, Seine-et-Marne, France||F000156|S000001|IMPORT_RMTREE
E000602|BIRT|1273|Naples, Kingdom of Naples|P000287||S000001|IMPORT_RMTREE
E000603|DEAT|1299-12-31|Longpont, Aisne, Picardie, France|P000287||S000001|IMPORT_RMTREE
E000604|MARR|1290-08-16|Corbeil, Marne, France||F000157|S000001|IMPORT_RMTREE
E000605|BIRT|1327||P000288||S000001|IMPORT_RMTREE
E000606|DEAT|||P000288||S000001|IMPORT_RMTREE
E000607|BIRT|1295|Nocera Inferiore, Salerno, Campania, Italy|P000289||S000001|IMPORT_RMTREE
E000608|DEAT|1321|Andria, Bari, Puglia, Italy|P000289||S000001|IMPORT_RMTREE
E000609|BIRT|1294|Naples, Naples, Campania, Italy|P000290||S000001|IMPORT_RMTREE
E000610|DEAT|1336-04-05|Naples, Naples, Campania, Italy|P000290||S000001|IMPORT_RMTREE
E000611|MARR|1318|||F000160|S000001|IMPORT_RMTREE
E000612|MARR|1321|||F000161|S000001|IMPORT_RMTREE
E000613|BIRT|1330|Palermo, Sicilia, Italia|P000291||S000001|IMPORT_RMTREE
E000614|DEAT|||P000291||S000001|IMPORT_RMTREE
E000615|BIRT|1255|Napoli, Provincia di Napoli, Campania, Italia.|P000292||S000001|IMPORT_RMTREE
E000616|DEAT|1310|Napoli, Provincia di Napoli, Campania, Italia.|P000292||S000001|IMPORT_RMTREE
E000617|BIRT|1226||P000293||S000001|IMPORT_RMTREE
E000618|DEAT|1266||P000293||S000001|IMPORT_RMTREE
E000619|BIRT|1326|Europe|P000294||S000001|IMPORT_RMTREE
E000620|DEAT||Europe|P000294||S000001|IMPORT_RMTREE
E000621|BIRT|1226|Gerace, Reggio Calabria, Calabria, Italia|P000295||S000001|IMPORT_RMTREE
E000622|DEAT||Europe|P000295||S000001|IMPORT_RMTREE
E000623|BIRT|1290|Naples, Naples, Campania, Italy|P000296||S000001|IMPORT_RMTREE
E000624|DEAT|1347|Naples, Naples, Campania, Italy|P000296||S000001|IMPORT_RMTREE
E000625|MARR|1304-09-20|Majorca, Illes Balears, Spain||F000162|S000001|IMPORT_RMTREE
E000626|MARR|1328|||F000163|S000001|IMPORT_RMTREE
E000627|BIRT|1350||P000297||S000001|IMPORT_RMTREE
E000628|DEAT|||P000297||S000001|IMPORT_RMTREE
E000629|BIRT|1337||P000298||S000001|IMPORT_RMTREE
E000630|DEAT|||P000298||S000001|IMPORT_RMTREE
E000631|BIRT|1265-11-04|Valencia, Spain|P000299||S000001|IMPORT_RMTREE
E000632|DEAT|1291-06-18|Barcelona, Aragon, Spain|P000299||S000001|IMPORT_RMTREE
E000633|BIRT|1273|Zaragoza, Zaragoza, Aragon, Spain|P000300||S000001|IMPORT_RMTREE
E000634|DEAT|1302-08|Termini, Palermo, Sicilia, Italia|P000300||S000001|IMPORT_RMTREE
E000635|BIRT|1328||P000301||S000001|IMPORT_RMTREE
E000636|DEAT|||P000301||S000001|IMPORT_RMTREE
E000637|BIRT|1232|Venosa, Basilicata, Basilicata, Italia|P000302||S000001|IMPORT_RMTREE
E000638|DEAT|1266-02-26|Benevento, Benevento, Campania, Regno di Napoli|P000302||S000001|IMPORT_RMTREE
E000639|MARR|1247-04-21|||F000130|S000001|IMPORT_RMTREE
E000640|BIRT|1275||P000303||S000001|IMPORT_RMTREE
E000641|DEAT|1296-08-25|Vilafranca del Penedès, Barcelona, Catalonia, Spain|P000303||S000001|IMPORT_RMTREE
E000642|BIRT|1271-06-04|Zaragoza, Zaragoza, Aragón, Spain|P000304||S000001|IMPORT_RMTREE
E000643|DEAT|1336-07-04|Estremoz, Évora, Portugal|P000304||S000001|IMPORT_RMTREE
E000644|MARR|1282|Trancoso, Guarda, Portugal||F000168|S000001|IMPORT_RMTREE
E000645|BIRT|1223|County of Savoy|P000305||S000001|IMPORT_RMTREE
E000646|DEAT|1259-05-10|Saluzzo, Cuneo, Piedmont, Italy|P000305||S000001|IMPORT_RMTREE
E000647|BIRT|1412|Malta|P000306||S000001|IMPORT_RMTREE
E000648|DEAT|||P000306||S000001|IMPORT_RMTREE
E000649|BIRT|1267-04-10|Valencia, Comunidad Valenciana, España|P000307||S000001|IMPORT_RMTREE
E000650|DEAT|1327-11-02|Barcelona, España|P000307||S000001|IMPORT_RMTREE
E000651|MARR|1291-12-01|Soria, Soria, Castilla y León, España||F000170|S000001|IMPORT_RMTREE
E000652|BIRT|1223-03-04|Aix en Provence, Bouches-Du-Rhone, Provence-Alpes-Cote D'azur, France|P000308||S000001|IMPORT_RMTREE
E000653|DEAT|1267-09-23|Nocera Superiore, Salerno, Campania, Italy|P000308||S000001|IMPORT_RMTREE
E000654|MARR|1246|||F000134|S000001|IMPORT_RMTREE
E000655|DEAT|1304|Itália|P000309||S000001|IMPORT_RMTREE
E000656|BIRT|1218|Aragón, Espanha|P000310||S000001|IMPORT_RMTREE
E000657|DEAT|||P000310||S000001|IMPORT_RMTREE
E000658|BIRT|1240|España|P000311||S000001|IMPORT_RMTREE
E000659|DEAT|1302||P000311||S000001|IMPORT_RMTREE
E000660|BIRT|1240||P000312||S000001|IMPORT_RMTREE
E000661|DEAT|||P000312||S000001|IMPORT_RMTREE
E000662|BIRT|1285|Europe|P000313||S000001|IMPORT_RMTREE
E000663|DEAT|1319||P000313||S000001|IMPORT_RMTREE
E000664|BIRT|1310|España|P000314||S000001|IMPORT_RMTREE
E000665|DEAT|1347||P000314||S000001|IMPORT_RMTREE
E000666|BIRT|1265|Itália|P000315||S000001|IMPORT_RMTREE
E000667|DEAT|1320|Palermo, Provincia di Palermo, Sicilia, Italia.|P000315||S000001|IMPORT_RMTREE
E000668|BIRT|1260|Itália|P000316||S000001|IMPORT_RMTREE
E000669|DEAT|1311|Palermo, Provincia di Palermo, Sicilia, Italia.|P000316||S000001|IMPORT_RMTREE
E000670|BIRT|1275|Itália|P000317||S000001|IMPORT_RMTREE
E000671|DEAT|1300|Itália|P000317||S000001|IMPORT_RMTREE
E000672|BIRT|1279||P000318||S000001|IMPORT_RMTREE
